ID,text,answer,difficulty_ID,topic_ID,group_ID,progress_ID
79e24e98-4761-c4d5-1a74-5071f876d090,"Be aware of launchpad concept basics:/n  0) Shell bar concept.  1) Understand tiles, their types.",,83889ebe-dd29-46bf-e52c-c29bb43f1f2d,4c0d4b6e-4c3a-cd89-995f-aea11026c3da,bd9ab5db-b306-fbbb-8131-d644a5aa0a33,0d12baa0-a0c1-23a9-7182-7063e63a6d12
1b9ddfb0-efc8-bb16-d286-ea35f48457e2,"Be aware of VizFrames, know the basic chart types and their purpose. Know the basics of data binding for visualisation./n",,b4ac8d1e-3891-6e87-2da2-6698fcc4277e,4c0d4b6e-4c3a-cd89-995f-aea11026c3da,bd9ab5db-b306-fbbb-8131-d644a5aa0a33,0d12baa0-a0c1-23a9-7182-7063e63a6d12
faf1c368-5618-b4c5-2ed6-e34746cd7d91,Be aware of apps troubleshooting techniques (from docu)./n,,b4ac8d1e-3891-6e87-2da2-6698fcc4277e,4c0d4b6e-4c3a-cd89-995f-aea11026c3da,bd9ab5db-b306-fbbb-8131-d644a5aa0a33,0d12baa0-a0c1-23a9-7182-7063e63a6d12
3d749562-84b4-a4cc-e804-d5e034de3506,Be aware of the reuse library approach./n,,b4ac8d1e-3891-6e87-2da2-6698fcc4277e,4c0d4b6e-4c3a-cd89-995f-aea11026c3da,bd9ab5db-b306-fbbb-8131-d644a5aa0a33,0d12baa0-a0c1-23a9-7182-7063e63a6d12
842b8208-55cd-1e6d-9914-f83bb8ccac15,Know the ways to transfer data between multiple pages in the app./n,,b4ac8d1e-3891-6e87-2da2-6698fcc4277e,4c0d4b6e-4c3a-cd89-995f-aea11026c3da,bd9ab5db-b306-fbbb-8131-d644a5aa0a33,0d12baa0-a0c1-23a9-7182-7063e63a6d12
92f2cfe1-90a0-02eb-8335-8379ac739914,Be aware of device adaptation aspects./n,,b4ac8d1e-3891-6e87-2da2-6698fcc4277e,4c0d4b6e-4c3a-cd89-995f-aea11026c3da,bd9ab5db-b306-fbbb-8131-d644a5aa0a33,0d12baa0-a0c1-23a9-7182-7063e63a6d12
5ca42015-0ec1-0de8-5e2d-d11a5b1bbd10,"Know the messages handling concept:/n  0) Message Model.  1) Message Manager.  2) Validation messages:  3) Message button in footer, message popover.",,b4ac8d1e-3891-6e87-2da2-6698fcc4277e,4c0d4b6e-4c3a-cd89-995f-aea11026c3da,bd9ab5db-b306-fbbb-8131-d644a5aa0a33,0d12baa0-a0c1-23a9-7182-7063e63a6d12
f04348bc-bbb1-8c3a-b5da-07ed49bec4d7,Know what is a target mapping./n,,b4ac8d1e-3891-6e87-2da2-6698fcc4277e,4c0d4b6e-4c3a-cd89-995f-aea11026c3da,bd9ab5db-b306-fbbb-8131-d644a5aa0a33,0d12baa0-a0c1-23a9-7182-7063e63a6d12
4e67dfbe-5f59-3d82-5069-04969eb32cd4,Be aware of an event bus and its use cases./n,,b4ac8d1e-3891-6e87-2da2-6698fcc4277e,4c0d4b6e-4c3a-cd89-995f-aea11026c3da,bd9ab5db-b306-fbbb-8131-d644a5aa0a33,0d12baa0-a0c1-23a9-7182-7063e63a6d12
f87e935a-589d-7af8-669e-ab7097e92947,"Be aware of draft concept, locking mechanism, etags./n",,69aebb3c-1d3f-b6be-f4b8-06cb0932b145,4c0d4b6e-4c3a-cd89-995f-aea11026c3da,bd9ab5db-b306-fbbb-8131-d644a5aa0a33,0d12baa0-a0c1-23a9-7182-7063e63a6d12
a15b794e-6350-1f24-4dd2-724378374cee,Understand the theming mechanism. Be aware of how the custom theme can be created. Theme parameters reusage./n,,69aebb3c-1d3f-b6be-f4b8-06cb0932b145,4c0d4b6e-4c3a-cd89-995f-aea11026c3da,bd9ab5db-b306-fbbb-8131-d644a5aa0a33,0d12baa0-a0c1-23a9-7182-7063e63a6d12
